Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 03/12  06:00:00,174976767.66463056,174976767.6646309 
 03/12  07:00:00,178610211.63952726,178610211.63952756 
 03/12  08:00:00,176982898.09705663,176982898.09705693 
 03/12  09:00:00,174807569.25667933,174807569.25667962 
 03/12  10:00:00,171817079.28526032,171817079.28526062 
 03/12  11:00:00,176855005.7636989,176855005.7636992 
 03/12  12:00:00,176663912.98803902,176663912.9880393 
 03/12  13:00:00,173356515.00892907,173356515.00892937 
 03/12  14:00:00,172776443.78532523,172776443.78532556 
 03/12  15:00:00,180557307.1020898,180557307.1020901 
 03/12  16:00:00,205129609.25564975,205129609.25565007 
 03/12  17:00:00,241830876.80965027,241830876.8096502 
 03/12  18:00:00,246432379.8166782,246432379.8166781 
 03/12  19:00:00,251894853.38927495,251894853.389275 
 03/12  20:00:00,246556044.5633792,246556044.56337947 
 03/12  21:00:00,231826685.53229713,231826685.53229743 
 03/12  22:00:00,202664638.1404693,202664638.14046955 
 03/12  23:00:00,178960123.54533744,178960123.5453377 
 03/12  24:00:00,161278850.7568418,161278850.7568419 
 03/13  01:00:00,157557787.9271224,157557787.92712253 
 03/13  02:00:00,155644091.77072185,155644091.77072185 
 03/13  03:00:00,153157497.71594635,153157497.7159463 
 03/13  04:00:00,153879932.5314198,153879932.53141975 
 03/13  05:00:00,165377106.43965238,165377106.4396526 
 03/13  06:00:00,185852192.96031386,185852192.96031415 
 03/13  07:00:00,187211482.14412373,186543508.61015752 
 03/13  08:00:00,186407824.55790186,179958475.10993272 
 03/13  09:00:00,171640413.53195116,156785207.93614748 
 03/13  10:00:00,165121801.77999145,144104624.62159047 
 03/13  11:00:00,165982478.07792962,146768465.6606379 
 03/13  12:00:00,160286912.3335784,126280875.40178406 
 03/13  13:00:00,155843282.7460882,122145553.34149554 
 03/13  14:00:00,152716158.90492135,134463663.7056172 
 03/13  15:00:00,160049161.72222427,143415301.95199233 
 03/13  16:00:00,190081178.0693651,167764810.81808358 
 03/13  17:00:00,228887257.90301085,215144285.34306645 
 03/13  18:00:00,234929632.52379957,232428365.05854678 
 03/13  19:00:00,239975292.32752746,239975292.32752755 
 03/13  20:00:00,234195624.4985793,234195624.49857962 
 03/13  21:00:00,221269925.70043093,221269925.7004312 
 03/13  22:00:00,192281122.0128769,192281122.01287723 
 03/13  23:00:00,168853258.97669357,168853258.9766939 
 03/13  24:00:00,151779528.58450773,151779528.5845079 
 03/14  01:00:00,148760352.46896288,148760352.46896297 
 03/14  02:00:00,148444907.85547766,148444907.85547763 
 03/14  03:00:00,145710501.129597,145710501.12959695 
 03/14  04:00:00,146425378.3695908,146425378.36959073 
 03/14  05:00:00,158580721.85534194,158580721.8553421 
 03/14  06:00:00,180266299.28968793,180266299.2896882 
 03/14  07:00:00,182884072.388662,182884072.38866228 
 03/14  08:00:00,187520779.36762407,187363048.79583192 
 03/14  09:00:00,176925706.19399348,176244454.89343566 
 03/14  10:00:00,174302271.9439082,173057142.52609417 
 03/14  11:00:00,176130393.41850522,174437848.25283423 
 03/14  12:00:00,172756818.78019536,170771375.5855497 
 03/14  13:00:00,169608673.7300986,167570135.0417293 
 03/14  14:00:00,167348531.90238082,165457685.1352233 
 03/14  15:00:00,173437865.64372128,171889895.28521237 
 03/14  16:00:00,200915990.83271894,199874862.60680893 
 03/14  17:00:00,262018884.21924093,261513812.9740676 
 03/14  18:00:00,253101223.03754762,253062790.84197456 
 03/14  19:00:00,258877672.80880195,258877672.808802 
 03/14  20:00:00,254612406.71548387,254612406.71548414 
 03/14  21:00:00,250563096.47252992,250563096.47253022 
 03/14  22:00:00,231183690.99178237,231183690.9917826 
 03/14  23:00:00,212084582.12052214,212084582.12052238 
 03/14  24:00:00,197164649.97366023,197164649.97366038 
 03/15  01:00:00,192674424.18757033,192674424.1875705 
 03/15  02:00:00,190464719.3847827,190464719.38478285 
 03/15  03:00:00,186448669.14603493,186448669.14603505 
 03/15  04:00:00,185681064.45121878,185681064.45121896 
 03/15  05:00:00,196152683.02637118,196152683.0263713 
 03/15  06:00:00,214131769.56372976,214131769.56373006 
 03/15  07:00:00,211816228.34712252,211816228.34712282 
 03/15  08:00:00,223861334.0244679,223861334.02446812 
 03/15  09:00:00,190830810.00265056,190830810.00265086 
 03/15  10:00:00,185462230.79733756,185454592.3359999 
 03/15  11:00:00,187675669.21597594,187575565.11505046 
 03/15  12:00:00,184750443.97077087,184589909.66024378 
 03/15  13:00:00,181567743.52326015,181402141.59369916 
 03/15  14:00:00,178529858.91794783,178386728.33638954 
 03/15  15:00:00,184790853.4091764,184758151.23969442 
 03/15  16:00:00,212603723.00769472,212603723.00769502 
 03/15  17:00:00,295321129.0023296,295321129.0023296 
 03/15  18:00:00,270688226.7364915,270688226.7364914 
 03/15  19:00:00,272119345.11296403,272119345.11296403 
 03/15  20:00:00,266789407.18973288,266789407.18973297 
 03/15  21:00:00,249484185.40569273,249484185.40569296 
 03/15  22:00:00,222058750.40804413,222058750.40804437 
 03/15  23:00:00,199168230.0711406,199168230.07114083 
 03/15  24:00:00,181656664.92253858,181656664.92253876 
 03/16  01:00:00,175569492.66001117,175569492.6600113 
 03/16  02:00:00,171759557.61187223,171759557.61187238 
 03/16  03:00:00,160982989.1251639,160982989.1251639 
 03/16  04:00:00,156170401.33193296,156170401.33193296 
 03/16  05:00:00,165528184.84419483,165528184.844195 
 03/16  06:00:00,184570749.15193677,184570749.15193707 
 03/16  07:00:00,182099876.84198815,182099876.84198844 
 03/16  08:00:00,189875565.3325032,189422001.29500994 
 03/16  09:00:00,175341418.93654072,173998249.8747511 
 03/16  10:00:00,172212429.5932734,170025389.151209 
 03/16  11:00:00,173846033.66402632,170913542.06824186 
 03/16  12:00:00,170556302.64561006,167144605.8277873 
 03/16  13:00:00,168190373.15696022,164678677.06979293 
 03/16  14:00:00,166161105.16114846,162917107.81626272 
 03/16  15:00:00,173866276.23420498,171162837.31411418 
 03/16  16:00:00,202408759.2652425,200489025.16130814 
 03/16  17:00:00,270883863.65861386,269860950.474402 
 03/16  18:00:00,257417571.24524042,257202499.69677174 
 03/16  19:00:00,262090907.05940562,262090907.05940554 
 03/16  20:00:00,256282181.70772064,256282181.7077209 
 03/16  21:00:00,246840634.0686542,246840634.06865457 
 03/16  22:00:00,224294799.86852664,224294799.868527 
 03/16  23:00:00,203776942.01950473,203776942.01950502 
 03/16  24:00:00,188358242.5703033,188358242.57030347 
 03/17  01:00:00,185464833.88329947,185464833.8832996 
 03/17  02:00:00,184654652.1326714,184654652.13267156 
 03/17  03:00:00,184562307.991984,184562307.99198413 
 03/17  04:00:00,186333194.3676976,186333194.36769778 
 03/17  05:00:00,197104433.57509553,197104433.57509568 
 03/17  06:00:00,214950113.7848774,214950113.7848777 
 03/17  07:00:00,211886449.3285998,211886449.3286001 
 03/17  08:00:00,223926426.5639595,223926426.5639598 
 03/17  09:00:00,190929073.50849956,190871833.82733256 
 03/17  10:00:00,186736925.80113336,186485331.9575321 
 03/17  11:00:00,188954514.0473756,188525826.23890388 
 03/17  12:00:00,186278665.3985182,185772730.26459295 
 03/17  13:00:00,183359857.20855016,182810117.58291957 
 03/17  14:00:00,180723720.5237388,180240779.91914526 
 03/17  15:00:00,185807957.01358914,185463309.51915747 
 03/17  16:00:00,212630931.6465981,212479929.22116005 
 03/17  17:00:00,301455654.97461087,301449620.82623184 
 03/17  18:00:00,275280997.077621,275280997.0776209 
 03/17  19:00:00,277800521.2147049,277800521.2147049 
 03/17  20:00:00,272226203.7931645,272226203.79316473 
 03/17  21:00:00,269030160.9279,269030160.9279003 
 03/17  22:00:00,250923620.79985806,250923620.79985842 
 03/17  23:00:00,229375417.48995805,229375417.4899584 
 03/17  24:00:00,212320109.41718462,212320109.41718483 
 03/18  01:00:00,207591984.16178033,207591984.16178045 
 03/18  02:00:00,204816391.3603906,204816391.36039072 
 03/18  03:00:00,197017098.0756734,197017098.07567358 
 03/18  04:00:00,193495789.79363054,193495789.79363072 
 03/18  05:00:00,203772273.94001204,203772273.94001222 
 03/18  06:00:00,221359504.5439257,221359504.54392603 
 03/18  07:00:00,215436927.35140133,214338535.30758694 
 03/18  08:00:00,213070440.26096633,207017994.22903398 
 03/18  09:00:00,196553990.80943716,184350229.9408629 
 03/18  10:00:00,177471912.4201838,153357396.35806707 
 03/18  11:00:00,164175508.34840697,113885653.96584202 
 03/18  12:00:00,160947574.1224412,131376477.49546629 
 03/18  13:00:00,154900341.21379125,127741173.91547608 
 03/18  14:00:00,152832407.6613252,127410326.50899544 
 03/18  15:00:00,159009123.12136713,137469442.7852393 
 03/18  16:00:00,188707684.7275036,172670571.3371247 
 03/18  17:00:00,230312469.53564698,220481772.387505 
 03/18  18:00:00,236669246.38382322,233051313.95437345 
 03/18  19:00:00,241576654.5529126,241576654.55291265 
 03/18  20:00:00,236426743.7676093,236426743.76760966 
 03/18  21:00:00,226545678.93561575,226545678.93561608 
 03/18  22:00:00,202640189.8663898,202640189.86639008 
 03/18  23:00:00,182499096.06197608,182499096.06197637 
 03/18  24:00:00,168154508.62553748,168154508.62553763 
 03/19  01:00:00,165483544.29892164,165483544.29892173 
 03/19  02:00:00,164086623.97365433,164086623.97365436 
 03/19  03:00:00,160711385.55539915,160711385.55539918 
 03/19  04:00:00,161415736.90421528,161415736.90421534 
 03/19  05:00:00,173415494.10233977,173415494.1023399 
 03/19  06:00:00,192691529.19071713,192691529.1907175 
 03/19  07:00:00,189060134.48688915,188158748.89321783 
 03/19  08:00:00,186927915.55191463,179961304.54045865 
 03/19  09:00:00,176457056.48830873,157335722.15935674 
 03/19  10:00:00,168617400.19028705,146491676.255056 
 03/19  11:00:00,163390092.71326238,120523087.69387774 
 03/19  12:00:00,158993225.4280191,112442538.11221865 
 03/19  13:00:00,153139000.83653662,119792590.4512946 
 03/19  14:00:00,152130199.10520998,107266612.72734697 
 03/19  15:00:00,157899339.66481766,135116485.30917725 
 03/19  16:00:00,188955299.7423925,170913176.6662128 
 03/19  17:00:00,232523560.68322665,215537850.77453664 
 03/19  18:00:00,233332483.32902277,229466463.7679623 
 03/19  19:00:00,239461110.47152424,239461110.4715243 
 03/19  20:00:00,232394363.2541463,232394363.25414664 
 03/19  21:00:00,219126039.37851402,219126039.3785143 
 03/19  22:00:00,188904067.36230183,188904067.36230215 
 03/19  23:00:00,162647450.317214,162647450.31721428 
 03/19  24:00:00,142600970.4953084,142600970.49530852 
 03/20  01:00:00,139090695.06135955,139090695.06135952 
 03/20  02:00:00,137951782.09860995,137951782.0986099 
 03/20  03:00:00,136654838.73795933,136654838.73795927 
 03/20  04:00:00,138855578.26319805,138855578.26319802 
 03/20  05:00:00,153101512.8880931,153101512.88809323 
 03/20  06:00:00,177104694.48760104,177104694.48760134 
 03/20  07:00:00,175029703.65846777,173656963.14185926 
 03/20  08:00:00,175225358.39607778,163758538.52733338 
 03/20  09:00:00,166234007.53790513,143297492.7602441 
 03/20  10:00:00,161361943.6834818,140655682.50599474 
 03/20  11:00:00,162331884.5829796,132436884.17247352 
 03/20  12:00:00,158740685.9805074,102087195.2148281 
 03/20  13:00:00,154817826.6097542,99663572.2162871 
 03/20  14:00:00,151630599.2763792,122078969.49796556 
 03/20  15:00:00,158823490.4537686,136048261.83202988 
 03/20  16:00:00,180627094.02761248,160998627.04173034 
 03/20  17:00:00,237167128.81036484,219270194.1319012 
 03/20  18:00:00,236789416.81202975,232146798.53765976 
 03/20  19:00:00,239891442.13214824,239891442.13214827 
 03/20  20:00:00,232287655.5855577,232287655.585558 
 03/20  21:00:00,218281606.55526608,218281606.5552664 
 03/20  22:00:00,187938842.0374524,187938842.0374527 
 03/20  23:00:00,160972715.2119075,160972715.21190777 
 03/20  24:00:00,139268424.5907172,139268424.59071732 
 03/21  01:00:00,133859997.97068766,133859997.97068761 
 03/21  02:00:00,131889010.87860556,131889010.87860554 
 03/21  03:00:00,131373195.8146827,131373195.81468266 
 03/21  04:00:00,133909289.83263607,133909289.83263604 
 03/21  05:00:00,149367201.43934467,149367201.4393448 
 03/21  06:00:00,175567501.96946323,175567501.9694635 
 03/21  07:00:00,175117367.3783754,173909579.41056305 
 03/21  08:00:00,176869557.16153276,168447617.00315088 
 03/21  09:00:00,165251219.30540237,132996960.96510099 
 03/21  10:00:00,159760094.99056908,118096323.75782749 
 03/21  11:00:00,161052524.18775335,139894806.40793294 
 03/21  12:00:00,158401257.2521143,137947923.59487545 
 03/21  13:00:00,145622709.6503315,124626716.7674837 
 03/21  14:00:00,142631066.31580436,122923892.98148681 
 03/21  15:00:00,152219335.42620766,135248984.74973157 
 03/21  16:00:00,187804544.09941334,175017543.065364 
 03/21  17:00:00,226461786.87040442,217795196.54140747 
 03/21  18:00:00,230756989.928612,224180938.8533882 
 03/21  19:00:00,239195534.52736464,239195534.5273647 
 03/21  20:00:00,233068882.60671607,233068882.60671633 
 03/21  21:00:00,219265064.1435222,219265064.1435225 
 03/21  22:00:00,189198266.33419964,189198266.33419994 
 03/21  23:00:00,163369267.84456745,163369267.84456775 
 03/21  24:00:00,142409419.38671207,142409419.3867122 
 03/22  01:00:00,137300057.9582463,137300057.95824626 
 03/22  02:00:00,136325257.0132072,136325257.01320717 
 03/22  03:00:00,138697671.82786018,138697671.82786012 
 03/22  04:00:00,144004899.68201208,144004899.68201202 
 03/22  05:00:00,159649692.65805933,159649692.65805945 
 03/22  06:00:00,185214215.95200813,185214215.95200846 
 03/22  07:00:00,183043539.40429634,181489828.2938075 
 03/22  08:00:00,184379849.02839866,174353310.1886922 
 03/22  09:00:00,170457522.45449921,157356961.04861465 
 03/22  10:00:00,162254689.51295486,143782666.6671428 
 03/22  11:00:00,162772811.4898547,134316385.04564202 
 03/22  12:00:00,158955444.66706765,109691311.04066294 
 03/22  13:00:00,155175134.4274729,125515140.66347283 
 03/22  14:00:00,151924840.72905773,120957881.7886878 
 03/22  15:00:00,158780163.25610942,111387928.06129755 
 03/22  16:00:00,190542727.29837176,153546473.85155058 
 03/22  17:00:00,263387338.19046313,243619248.3672734 
 03/22  18:00:00,252945643.42174572,248348033.01614326 
 03/22  19:00:00,248598517.18107048,248598517.1810705 
 03/22  20:00:00,236051793.3071128,236051793.30711314 
 03/22  21:00:00,218401593.3530271,218401593.35302743 
 03/22  22:00:00,188030718.63760418,188030718.63760448 
 03/22  23:00:00,161325130.14238763,161325130.14238796 
 03/22  24:00:00,140057398.51216713,140057398.51216727 
 03/23  01:00:00,134689671.33754995,134689671.33754995 
 03/23  02:00:00,132852382.2207494,132852382.22074936 
 03/23  03:00:00,130713653.23416962,130713653.23416959 
 03/23  04:00:00,132609611.1061353,132609611.10613526 
 03/23  05:00:00,146400567.9022804,146400567.9022805 
 03/23  06:00:00,168137598.45795196,168137598.45795226 
 03/23  07:00:00,171413857.65869987,170185729.4116118 
 03/23  08:00:00,174041597.09822422,166330125.81558463 
 03/23  09:00:00,165658720.93838304,151780694.71016657 
 03/23  10:00:00,160733879.14858368,149524727.18241724 
 03/23  11:00:00,161904825.9662528,145305813.59058365 
 03/23  12:00:00,157982882.6121887,127959077.31217444 
 03/23  13:00:00,154309624.0150025,133660904.47017787 
 03/23  14:00:00,142631066.31580436,112956495.51936415 
 03/23  15:00:00,152090229.5886706,138308194.04671356 
 03/23  16:00:00,180627094.02761248,169446754.66966173 
 03/23  17:00:00,220406720.83882302,207453850.1164726 
 03/23  18:00:00,222568409.05266032,219760590.02391547 
 03/23  19:00:00,238847386.88315132,238847386.8831514 
 03/23  20:00:00,234931735.5734128,234931735.5734131 
 03/23  21:00:00,220234405.71744785,220234405.71744812 
 03/23  22:00:00,187808910.27370122,187808910.27370155 
 03/23  23:00:00,159400804.1936099,159400804.1936102 
 03/23  24:00:00,137110827.89650026,137110827.89650038 
 03/24  01:00:00,130806495.02990764,130806495.02990763 
 03/24  02:00:00,128314065.27304074,128314065.27304073 
 03/24  03:00:00,127233514.76407939,127233514.76407935 
 03/24  04:00:00,129081404.00897016,129081404.00897011 
 03/24  05:00:00,143397017.31614566,143397017.31614578 
 03/24  06:00:00,165779019.94248915,165761982.6435799 
 03/24  07:00:00,169479414.2744555,168088374.61422217 
 03/24  08:00:00,172129118.41977632,166672123.28052485 
 03/24  09:00:00,164944328.5707622,150766570.91605583 
 03/24  10:00:00,159508023.15557024,126395403.21668479 
 03/24  11:00:00,153868924.12872237,132353211.05742824 
 03/24  12:00:00,153145838.9136067,131335185.6299465 
 03/24  13:00:00,145622709.6503315,116788565.03394452 
 03/24  14:00:00,142631066.31580436,95067390.66466627 
 03/24  15:00:00,150061278.59462768,129228220.68812564 
 03/24  16:00:00,180627094.02761248,163539681.59835923 
 03/24  17:00:00,220406720.83882302,199714477.95232508 
 03/24  18:00:00,222568409.05266032,216729296.7976441 
 03/24  19:00:00,230213178.2761197,230213178.27611974 
 03/24  20:00:00,223344416.0508632,223344416.0508635 
 03/24  21:00:00,209211790.3751141,209211790.37511444 
 03/24  22:00:00,183079318.8357727,183079318.83577296 
 03/24  23:00:00,160252537.3995037,160252537.399504 
 03/24  24:00:00,136023329.31970406,136023329.31970417 
 03/25  01:00:00,129481348.87621756,129481348.87621751 
 03/25  02:00:00,126546877.62878388,126546877.62878384 
 03/25  03:00:00,125016227.60925686,125016227.60925682 
 03/25  04:00:00,126498711.34657559,126498711.34657557 
 03/25  05:00:00,140517789.51899582,140517789.51899594 
 03/25  06:00:00,162988174.9296652,162964279.63603705 
 03/25  07:00:00,168058050.99703383,165628630.97346961 
 03/25  08:00:00,171070802.36479977,159112151.7759798 
